"Job_Title","New_JobTitle","Job_Level"
"Offensive Security Engineer (Principal) for OCI","Other Engineer level","Analyst/Engineer Level"
"Strategy and Operations Manager, Education Modernization","Operations Manager","Manager Level"
"Procurement Operations Manager","Operations Manager","Manager Level"
"Customer Service Operations Manager","Operations Manager","Manager Level"
"Senior Operations Manager, Delivery Ops","Operations Manager","Manager Level"
"Senior Operations Manager, Amazon Air","Operations Manager","Manager Level"
"Sr Operations Manager, Selling Partner Support","Operations Manager","Manager Level"
"Technical Operations Manager - w/Docker & Kubernetes - REMOTE","Operations Manager","Manager Level"
"Security Operations Manager","Operations Manager","Manager Level"
"Operations Manager- Charlotte","Operations Manager","Manager Level"
"Operations Manager","Operations Manager","Manager Level"
"Program Operations Manager","Operations Manager","Manager Level"
"Operations Manager - STL4","Operations Manager","Manager Level"
"BFL1 Operations Manager","Operations Manager","Manager Level"
"Operations Manager - STL8","Operations Manager","Manager Level"
"Operations Manager, Delivery Operations","Operations Manager","Manager Level"
"PSP1 Operations Manager","Operations Manager","Manager Level"
"SCK1 Operations Manager","Operations Manager","Manager Level"
"Operations Manager - Windsor, CT","Operations Manager","Manager Level"
"Operations Manager - CMH 1,2","Operations Manager","Manager Level"
"Operations Manager - Dallas, TX","Operations Manager","Manager Level"
"Operations Manager - Memphis, TN","Operations Manager","Manager Level"
"Operations Manager - Indianapolis/Greenfield","Operations Manager","Manager Level"
"Operations Manager - Nationwide Opportunities","Operations Manager","Manager Level"
"Station Operations Manager","Operations Manager","Manager Level"
"Operations Manager - Greater Dallas Area - Worldwide Operations","Operations Manager","Manager Level"
"Operations Manager - Spartanburg, SC","Operations Manager","Manager Level"
"Operations Manager - Sacramento, CA","Operations Manager","Manager Level"
"Operations Manager - Breinigsville, PA","Operations Manager","Manager Level"
"Operations Manager - Edison, NJ","Operations Manager","Manager Level"
"Operations Manager, Amazon Air","Operations Manager","Manager Level"
"Operations Manager- Jeffersonville, IN","Operations Manager","Manager Level"
"mem6 Operations Manager","Operations Manager","Manager Level"
"Operations Manager - Phoenix, AZ Locations","Operations Manager","Manager Level"
"Operations Manager - Salt Lake City, UT","Operations Manager","Manager Level"
"Operations Manager - Lebanon, TN","Operations Manager","Manager Level"
"NorCal Operations Manager","Operations Manager","Manager Level"
"Operations Manager - Greater Forth Worth Area - Worldwide Operations","Operations Manager","Manager Level"
"Operations Manager - Middletown, DE","Operations Manager","Manager Level"
"Operations Manager - Spokane, WA","Operations Manager","Manager Level"
"Operations Manager - Oak Creek, WI","Operations Manager","Manager Level"
"Operations Manager - CMH,OH","Operations Manager","Manager Level"
"Operations Manager - Kansas City, KS Area","Operations Manager","Manager Level"
"Station Operations Manager- Elizabeth, NJ","Operations Manager","Manager Level"
"Operations Manager - Bessemer, Alabama","Operations Manager","Manager Level"
"Operations Manager - North Haven, CT","Operations Manager","Manager Level"
"Operations Manager - CLE, OH","Operations Manager","Manager Level"
"Station Operations Manager- Bethpage, NY","Operations Manager","Manager Level"
"Operations Manager - Chicagoland","Operations Manager","Manager Level"
"Station Operations Manager - Seattle Metropolitan Area","Operations Manager","Manager Level"
"Station Operations Manager - Chicago, IL - WW Ops","Operations Manager","Manager Level"
"Operations Manager - Patterson, CA","Operations Manager","Manager Level"
"Operations Manager - Military Veterans Encouraged","Operations Manager","Manager Level"
"Operations Manager- Shepherdsville, KY","Operations Manager","Manager Level"
"Station Operations Manager- Bronx, NY","Operations Manager","Manager Level"
"Station Operations Manager- Wilmington, MA","Operations Manager","Manager Level"
"Station Operations Manager - Greater DC Metro Area","Operations Manager","Manager Level"
"Operations Manager - North East, Maryland","Operations Manager","Manager Level"
"Operations Manager - Hazleton, PA","Operations Manager","Manager Level"
"Sr Marketing Operations Manager","Marketing Operations Manager","Manager Level"
"Operations Manager - Beloit, WI","Operations Manager","Manager Level"
"Operations Manager -Ohio Locations- Military Veterans Encouraged","Operations Manager","Manager Level"
"Operations Manager - Nationwide Positions (Military Veterans Encouraged)","Operations Manager","Manager Level"
"Operations Manager- Campbellsville, KY","Operations Manager","Manager Level"
"Operations Manager - Aurora, IL","Operations Manager","Manager Level"
"Station Operations Manager- Dedham, MA","Operations Manager","Manager Level"
"Senior Finance Operations Manager - Healthcare AP","Finance Operations Manager","Manager Level"
"Operations Manager - Amazon Military Skillbridge - Central Region (MI and OH)","Operations Manager","Manager Level"
"Operations Manager - Veterans Encouraged to Apply","Operations Manager","Manager Level"
"Operations Manager - (Euclid, OH) - Military Veterans Encouraged","Operations Manager","Manager Level"
"Maintenance Operations Manager, NCC, Amazon Air","Operations Manager","Manager Level"
"Operations Manager- Veterans Encouraged to Apply","Operations Manager","Manager Level"
"Operations Manager - (Euclid, OH) - Military Veterans and Spouses Encouraged","Operations Manager","Manager Level"
"Operations Manager - Amazon Military Skillbridge - East Region (MD, NJ, CT)","Operations Manager","Manager Level"
"Operations Manager - (Detroit Area) - Military Veterans Encouraged","Operations Manager","Manager Level"
"Operations Manager (Cleveland) - Military Veterans Encouraged","Operations Manager","Manager Level"
"Operations Manager, Air Gateways","Operations Manager","Manager Level"
"Operations Manager, Disability and Leave Services (DLS)","Operations Manager","Manager Level"
"Operations Manager - (Etna, OH) - Military Veterans and Spouses Encouraged","Operations Manager","Manager Level"
"Operations Manager- Military Veterans Encouraged","Operations Manager","Manager Level"
"Operations Manager - (Columbus Area) - Military Veterans and Spouses Encouraged","Operations Manager","Manager Level"
"Operations Manager - (Monee, IL) - Military Veterans and Spouses Encouraged","Operations Manager","Manager Level"
"Operations Manager - (Romulus, MI) Military Veterans and Spouses Encouraged","Operations Manager","Manager Level"
"Operations Manager (Kenosha, WI) - Military Veterans Encouraged","Operations Manager","Manager Level"
"Operations Manager -Inland Empire, CA Locations- Military Veterans Encouraged","Operations Manager","Manager Level"
"Entry Level Supply Chain Professional: 2021","Unknown","Unknown"
"Transportation Supply Chain Manager","Supply Chain Manager","Manager Level"
"Supply Chain Manager, Relay Operations","Supply Chain Manager","Manager Level"
"Entry Level Supply Chain Engineering Professional: 2021","Other Engineer level","Analyst/Engineer Level"
"Supply Chain Manager-Global Specialty Fulfillment","Supply Chain Manager","Manager Level"
"Supply Chain Manager- Global Specialty Fulfillment Team","Supply Chain Manager","Manager Level"
"Manager, Supply Chain Management, ATS-ROC","Supply Chain Manager","Manager Level"
"Senior Supply Chain Manager, Global Specialty Fulfillment","Supply Chain Manager","Manager Level"
"Supply Chain Product Manager","Supply Chain Manager","Manager Level"
"Sr. Supply Chain Manager, Sub-Same Day Delivery","Supply Chain Manager","Manager Level"
"Senior Supply Chain Manager, Emerging Countries Topology & Capacity Planning","Supply Chain Manager","Manager Level"
"Program Manager - Supply Chain","Program Manager","Manager Level"
"Middle Mile Partner Manager","Other Manager level","Manager Level"
"Content Strategy Manager","Strategy Manager","Manager Level"
"Senior Procurement Strategy Manager","Strategy Manager","Manager Level"
"Campaign Manager","Other Manager level","Manager Level"
"Senior Investment Analyst","Investment Analyst","Analyst/Engineer Level"
"Global RPA Senior Product Marketing Manager","Marketing Manager","Manager Level"
"Product Marketing Manager","Marketing Manager","Manager Level"
"Global Associate Partner, Talent and Transformation","Other Associate level","Associate Level"
"Senior Brand Manager, Prime Video","Other Manager level","Manager Level"
